,Bairro,Quartos,Vagas,Suites,Area,Valor,Condominio,IPTU
13210,Recreio dos Bandeirantes,3,2,3,108,2500.0,1100.0,0.0
13252,Botafogo,3,0,1,91,2300.0,305.0,166.0
13253,Recreio dos Bandeirantes,3,2,2,149,2500.0,1300.0,1595.0
13254,Barra da Tijuca,3,1,1,110,2700.0,1700.0,280.0
13280,Barra da Tijuca,3,1,1,90,2450.0,1466.0,166.0
13284,Barra da Tijuca,3,2,1,74,2500.0,622.0,64.0
13287,Recreio dos Bandeirantes,3,1,1,83,1750.0,463.0,0.0
13289,Cachambi,3,3,2,186,2500.0,1000.0,260.0
13321,Taquara,3,2,1,130,1000.0,700.0,138.0
13345,Pechincha,3,1,1,75,1500.0,590.0,0.0
13406,Recreio dos Bandeirantes,3,1,1,82,2000.0,920.0,152.0
13435,Tijuca,3,1,1,125,2500.0,1100.0,200.0
13439,Recreio dos Bandeirantes,3,2,1,89,1650.0,1298.0,200.0
13466,Freguesia (Jacarepaguá),3,1,1,84,1900.0,460.0,104.0
13497,Barra da Tijuca,3,2,1,115,2700.0,1683.0,262.0
13507,Penha,3,1,0,85,1200.0,400.0,0.0
13510,Tijuca,3,0,0,85,1900.0,700.0,75.0
13549,Taquara,3,1,2,88,1800.0,500.0,0.0
13562,Barra da Tijuca,3,1,1,120,2900.0,1600.0,310.0
13569,Recreio dos Bandeirantes,3,2,1,200,2700.0,1300.0,400.0
13589,Barra da Tijuca,3,1,1,120,2900.0,2190.0,0.0
13591,Recreio dos Bandeirantes,3,2,0,121,2600.0,950.0,152.0
13630,Recreio dos Bandeirantes,3,2,1,96,2300.0,847.0,196.0
13652,Recreio dos Bandeirantes,3,1,1,170,1600.0,1230.0,0.0
13657,Recreio dos Bandeirantes,3,2,1,109,1800.0,588.0,0.0
13673,Tijuca,3,1,0,94,2000.0,696.0,95.0
13686,Jardim Botânico,3,1,0,84,2300.0,688.0,162.0
13695,Rocha,3,1,0,73,1100.0,520.0,15.0
13701,Recreio dos Bandeirantes,3,1,1,109,1400.0,1131.0,0.0
13712,Recreio dos Bandeirantes,3,1,2,78,1400.0,845.0,149.0
13717,Recreio dos Bandeirantes,3,2,1,82,1900.0,800.0,115.0
13720,Freguesia (Jacarepaguá),3,2,1,128,2800.0,900.0,200.0
13742,Tijuca,3,1,1,86,2650.0,720.0,160.0
13753,Freguesia (Jacarepaguá),4,2,3,124,2200.0,1140.0,165.0
13754,Botafogo,3,1,1,110,2800.0,1000.0,0.0
13789,Barra da Tijuca,3,0,0,88,2700.0,350.0,10.0
13798,Laranjeiras,3,0,1,115,2500.0,390.0,58.0
13811,Irajá,3,1,1,110,1600.0,340.0,0.0
13822,Barra da Tijuca,3,2,2,89,2500.0,950.0,0.0
13826,Grajaú,3,1,1,85,1500.0,580.0,0.0
13834,Penha,3,0,1,110,850.0,920.0,0.0
13862,Freguesia (Jacarepaguá),3,2,1,91,2100.0,870.0,0.0
13877,Tijuca,3,2,1,97,2300.0,870.0,0.0
13878,Recreio dos Bandeirantes,3,2,1,90,1900.0,1200.0,170.0
13884,Barra da Tijuca,3,1,1,86,2000.0,850.0,120.0
13968,Tijuca,3,1,0,150,1600.0,650.0,90.0
13969,Copacabana,3,0,0,85,2900.0,1000.0,160.0
13974,Barra da Tijuca,4,2,1,158,2500.0,1622.0,405.0
13978,Barra da Tijuca,3,2,1,98,2550.0,1210.0,105.0
14007,Recreio dos Bandeirantes,3,2,2,196,2500.0,1405.0,2574.0
14016,Tijuca,3,0,0,90,1999.0,600.0,0.0
14019,Tijuca,3,1,1,140,2800.0,1260.0,0.0
14028,Recreio dos Bandeirantes,3,1,1,75,1800.0,870.0,150.0
14037,Praça Seca,4,2,3,245,2700.0,1380.0,145.0
14041,Copacabana,3,0,0,100,2200.0,1013.0,214.0
14049,Recreio dos Bandeirantes,4,2,2,172,2700.0,1200.0,287.0
14062,Recreio dos Bandeirantes,3,2,1,100,2000.0,471.0,214.0
14068,Leblon,3,0,0,93,2800.0,1124.0,0.0
14083,Copacabana,3,0,0,100,2500.0,900.0,209.0
14088,Tijuca,3,0,0,95,1600.0,797.0,0.0
14105,Tijuca,3,1,0,100,2000.0,1000.0,98.0
14126,Flamengo,3,0,0,145,2000.0,1200.0,0.0
14143,Engenho Novo,3,1,1,79,1300.0,672.0,115.0
14156,Recreio dos Bandeirantes,3,2,1,100,1900.0,865.0,11.0
14173,Copacabana,3,0,0,103,2500.0,1345.0,226.0
14181,Barra da Tijuca,3,1,1,80,2300.0,600.0,87.0
14188,Tijuca,3,1,2,140,2900.0,220.0,182.0
14195,Maracanã,3,2,0,128,2400.0,1005.0,0.0
14214,Catete,3,0,1,97,2800.0,712.0,159.0
14272,Recreio dos Bandeirantes,3,1,1,74,1800.0,840.0,148.0
14274,Barra da Tijuca,4,2,1,200,2800.0,1700.0,250.0
14289,Copacabana,3,0,0,127,2500.0,1165.0,0.0
14324,Recreio dos Bandeirantes,4,2,1,200,2590.0,935.0,0.0
14330,Flamengo,3,1,1,98,2800.0,956.0,203.0
14338,Jacarepaguá,3,1,1,91,2000.0,1604.0,175.0
14348,Recreio dos Bandeirantes,3,1,3,180,2300.0,830.0,388.0
14362,Recreio dos Bandeirantes,3,2,1,180,2800.0,890.0,350.0
14375,Vaz Lobo,3,1,0,90,1200.0,280.0,0.0
14393,Barra da Tijuca,3,2,1,79,1500.0,1200.0,220.0
14405,Copacabana,3,1,0,90,2200.0,1352.0,130.0
14407,Barra da Tijuca,3,1,1,90,2500.0,1450.0,1500.0
14408,Jacarepaguá,3,1,1,118,2500.0,1426.0,215.0
14422,Tijuca,3,0,0,130,2760.0,250.0,23.0
14423,Copacabana,3,0,0,108,2500.0,1815.0,268.0
14459,Olaria,3,1,1,80,1000.0,678.0,30.0
14461,Recreio dos Bandeirantes,3,2,2,116,2900.0,500.0,250.0
14472,Recreio dos Bandeirantes,3,1,2,93,2000.0,550.0,0.0
14500,Engenho Novo,3,1,0,98,1100.0,800.0,100.0
14510,Tijuca,3,0,0,110,2100.0,820.0,110.0
14517,Vila da Penha,3,1,1,90,1700.0,780.0,0.0
14529,Tijuca,3,2,1,110,2700.0,975.0,171.0
14537,Tijuca,3,1,1,90,2100.0,850.0,125.0
14548,Maracanã,3,1,1,81,1750.0,597.0,89.0
14567,Vista Alegre,3,1,0,71,1200.0,140.0,0.0
14568,Recreio dos Bandeirantes,3,2,2,135,2500.0,580.0,256.0
14570,Tijuca,3,1,1,93,2300.0,1089.0,122.0
14586,Vila Isabel,3,2,0,142,2500.0,1428.0,0.0
14596,Irajá,3,2,1,98,1900.0,400.0,0.0
14650,Tijuca,3,1,0,100,2000.0,550.0,120.0
14654,Recreio dos Bandeirantes,4,2,2,146,2900.0,1950.0,254.0
14762,Recreio dos Bandeirantes,3,1,1,110,1800.0,750.0,150.0
14775,Barra da Tijuca,4,3,2,290,2500.0,3650.0,771.0
14789,Recreio dos Bandeirantes,3,2,1,89,1900.0,842.0,160.0
14800,Recreio dos Bandeirantes,3,2,2,145,2500.0,920.0,0.0
14823,Freguesia (Jacarepaguá),3,2,1,95,2000.0,700.0,110.0
14878,Tijuca,3,2,1,84,2350.0,950.0,890.0
14890,Recreio dos Bandeirantes,4,2,1,160,1900.0,1038.0,158.0
14908,Freguesia (Jacarepaguá),5,3,2,261,2500.0,2045.0,444.0
14948,Copacabana,3,0,0,130,2800.0,1250.0,315.0
14959,Flamengo,3,0,0,121,2200.0,1249.0,0.0
14962,Laranjeiras,3,0,0,83,2300.0,886.0,131.0
14970,Curicica,3,1,1,82,1600.0,610.0,850.0
14988,Vila Valqueire,3,1,1,107,1700.0,300.0,853.0
15042,Barra da Tijuca,3,2,1,140,2400.0,1600.0,4500.0
15057,Tijuca,3,1,0,115,2400.0,524.0,110.0
15076,Botafogo,3,1,0,105,2500.0,1084.0,207.0
15101,Recreio dos Bandeirantes,3,2,1,140,2900.0,570.0,0.0
15106,Barra da Tijuca,3,1,1,85,2400.0,980.0,256.0
15111,Recreio dos Bandeirantes,3,1,1,74,1550.0,1034.0,80.0
15121,Méier,3,1,1,85,1700.0,900.0,1350.0
15177,Camorim,3,2,1,161,1500.0,900.0,2700.0
15179,Tijuca,3,0,1,85,1500.0,763.0,137.0
15189,Taquara,3,1,3,82,1600.0,700.0,95.0
15220,Recreio dos Bandeirantes,3,2,1,90,2600.0,540.0,140.0
15223,Santa Teresa,3,0,0,96,2600.0,448.0,0.0
15232,Recreio dos Bandeirantes,3,3,2,195,2800.0,750.0,450.0
15240,Tijuca,3,1,0,100,2000.0,800.0,0.0
15244,Recreio dos Bandeirantes,3,1,1,100,2900.0,754.0,0.0
15254,Pechincha,3,1,1,90,1150.0,837.0,116.0
15256,Jardim Guanabara,3,2,1,120,2250.0,451.0,254.0
15258,Barra da Tijuca,3,1,1,85,1800.0,1200.0,0.0
15312,Realengo,3,1,1,100,1400.0,605.0,0.0
15316,Freguesia (Jacarepaguá),3,2,1,120,1990.0,980.0,153.0
15317,Vila Isabel,3,2,0,95,1600.0,700.0,0.0
15338,Maracanã,3,1,0,81,1750.0,597.0,94.0
15396,Botafogo,3,1,0,105,2800.0,1060.0,101.0
15404,Copacabana,3,1,0,100,2300.0,1451.0,248.0
15416,Tijuca,3,0,0,80,1300.0,400.0,172.0
15417,Barra da Tijuca,3,1,1,110,2800.0,2685.0,731.0
15444,São Cristóvão,3,1,1,95,2500.0,1000.0,98.0
15467,Copacabana,3,1,0,171,2600.0,1700.0,385.0
15469,Copacabana,3,0,0,90,2000.0,1700.0,1919.0
15475,Recreio dos Bandeirantes,3,2,1,100,1800.0,790.0,173.0
15484,São Francisco Xavier,3,0,0,77,1400.0,550.0,50.0
15509,Maracanã,3,0,0,90,2000.0,750.0,0.0
15527,Tijuca,3,1,1,84,2350.0,900.0,0.0
15542,Tijuca,3,1,1,110,1600.0,900.0,1474.0
15609,Campo Grande,3,1,0,80,1300.0,700.0,0.0
15636,Grajaú,4,1,1,124,2500.0,1045.0,0.0
15678,Recreio dos Bandeirantes,3,2,1,172,2300.0,1600.0,450.0
15681,Tijuca,3,0,0,90,1800.0,400.0,70.0
15707,Tijuca,3,1,1,120,2000.0,1000.0,140.0
15710,Recreio dos Bandeirantes,3,1,1,90,2300.0,1000.0,195.0
15711,Flamengo,3,1,0,100,2900.0,700.0,147.0
15715,Recreio dos Bandeirantes,3,2,1,190,2000.0,1400.0,0.0
15723,Tijuca,3,0,0,125,1800.0,630.0,147.0
15732,Maracanã,3,1,0,122,2500.0,950.0,0.0
15744,Recreio dos Bandeirantes,3,2,1,87,1600.0,521.0,0.0
15752,Jacarepaguá,3,1,1,82,2600.0,757.0,85.0
15760,Tijuca,3,0,0,80,1300.0,748.0,75.0
15775,Santa Teresa,3,0,1,100,2250.0,420.0,50.0
15780,Recreio dos Bandeirantes,3,2,1,95,1900.0,583.0,197.0
15790,São Francisco Xavier,3,0,1,73,1500.0,300.0,0.0
15792,Recreio dos Bandeirantes,3,2,1,101,2800.0,950.0,120.0
15812,Camorim,3,1,1,75,1700.0,600.0,80.0
15823,Jacarepaguá,3,1,1,100,2400.0,1400.0,0.0
15824,Grajaú,3,2,1,99,2300.0,820.0,0.0
15826,Tijuca,3,1,1,149,2500.0,1100.0,0.0
15840,Freguesia (Jacarepaguá),3,1,1,96,2000.0,610.0,115.0
15877,Rio Comprido,3,1,0,110,2000.0,500.0,0.0
15895,Tijuca,3,1,0,100,2300.0,766.0,0.0
15903,Recreio dos Bandeirantes,4,2,3,122,2391.0,1200.0,0.0
15904,Riachuelo,3,1,1,89,1450.0,404.0,150.0
15938,Ramos,3,0,0,80,1100.0,350.0,0.0
15952,Copacabana,3,0,0,94,2150.0,1200.0,227.0
15979,Laranjeiras,3,0,0,115,2600.0,750.0,193.0
15985,Freguesia (Jacarepaguá),3,1,1,105,2100.0,700.0,155.0
16051,Rio Comprido,3,1,0,92,1600.0,380.0,68.0
16080,Humaitá,3,0,1,100,2800.0,1560.0,105.0
16109,Anil,3,2,1,76,1600.0,700.0,14.0
16132,Jardim Botânico,3,0,1,89,2200.0,1250.0,160.0
16135,Freguesia (Jacarepaguá),3,1,1,72,1800.0,680.0,114.0
16145,Barra da Tijuca,3,2,1,86,2800.0,1365.0,231.0
16157,Maracanã,3,2,1,140,2200.0,1200.0,0.0
16180,Vila Isabel,3,0,0,90,1700.0,400.0,0.0
16207,Recreio dos Bandeirantes,4,3,2,190,2200.0,1547.0,290.0
16210,Vila Isabel,3,1,0,98,1800.0,350.0,78.0
16219,Tijuca,3,0,1,100,1400.0,400.0,0.0
16226,Rocha,3,1,0,79,1400.0,560.0,0.0
16237,Recreio dos Bandeirantes,3,2,1,106,2100.0,383.0,160.0
16261,Lagoa,3,1,1,100,2900.0,480.0,200.0
16264,Gávea,3,0,1,120,2700.0,880.0,238.0
16290,Recreio dos Bandeirantes,3,2,1,75,2000.0,460.0,0.0
16309,Freguesia (Jacarepaguá),3,1,1,93,2000.0,781.0,132.0
16311,Tijuca,4,2,1,188,2000.0,2000.0,309.0
16323,Jardim Guanabara,3,1,2,110,2700.0,500.0,0.0
16334,Freguesia (Jacarepaguá),3,2,1,132,1800.0,1100.0,634.0
16338,Madureira,3,1,1,90,1200.0,500.0,60.0
16367,Recreio dos Bandeirantes,3,2,1,120,2000.0,365.0,167.0
16370,Recreio dos Bandeirantes,3,1,1,84,2300.0,1000.0,175.0
16380,Recreio dos Bandeirantes,3,2,1,177,1600.0,1290.0,350.0
16392,Madureira,3,1,0,82,1100.0,550.0,28.0
16516,Recreio dos Bandeirantes,3,2,2,125,2350.0,900.0,199.0
16524,Madureira,3,2,0,121,1700.0,613.0,0.0
16536,Freguesia (Jacarepaguá),3,2,1,89,2100.0,1000.0,250.0
16543,Laranjeiras,3,0,0,90,2600.0,672.0,96.0
16548,Tijuca,3,2,1,132,2200.0,1100.0,0.0
16592,Icaraí,3,2,1,156,2950.0,1450.0,0.0
16666,Ilha do Governador,3,1,1,115,2300.0,650.0,0.0
16671,Andaraí,3,1,1,74,1900.0,450.0,0.0
16678,Recreio dos Bandeirantes,3,2,1,110,2200.0,900.0,220.0
16681,Vila Isabel,3,0,0,82,1500.0,410.0,83.0
16693,Recreio dos Bandeirantes,3,2,1,159,2500.0,1338.0,3166.0
16725,Tijuca,3,1,0,80,1500.0,450.0,0.0
16734,Vicente de Carvalho,3,1,1,74,1800.0,505.0,64.0
16742,Barra da Tijuca,3,2,1,74,2800.0,622.0,64.0
16773,Recreio dos Bandeirantes,3,1,1,92,2700.0,870.0,188.0
16775,Recreio dos Bandeirantes,3,2,1,122,2500.0,462.0,0.0
16782,Tijuca,3,1,0,92,1900.0,655.0,0.0
16784,Tijuca,3,1,1,95,2300.0,1400.0,118.0
16816,Barra da Tijuca,3,1,1,107,2100.0,1258.0,144.0
16823,Cosme Velho,3,1,1,130,2600.0,1034.0,240.0
16858,Méier,3,1,1,120,2000.0,796.0,172.0
16859,Jardim Guanabara,3,3,1,140,2300.0,800.0,0.0
16909,Copacabana,4,1,0,180,2000.0,1924.0,423.0
16925,Tijuca,3,1,1,90,2500.0,1350.0,0.0
16927,Recreio dos Bandeirantes,3,1,1,106,1700.0,650.0,2057.0
16943,Tijuca,3,1,1,100,2300.0,690.0,0.0
16948,Tijuca,3,1,0,90,2500.0,790.0,96.0
16992,Recreio dos Bandeirantes,3,2,2,88,1800.0,900.0,195.0
17004,Santa Teresa,3,0,0,110,1800.0,886.0,70.0
17012,Recreio dos Bandeirantes,3,2,1,110,2400.0,810.0,221.0
17015,Tijuca,3,0,0,122,1500.0,695.0,172.0
17033,Recreio dos Bandeirantes,3,1,1,110,2500.0,693.0,1.0
17047,Recreio dos Bandeirantes,3,2,1,83,1600.0,845.0,157.0
17081,Freguesia (Jacarepaguá),3,3,2,230,2500.0,1888.0,4400.0
17094,Tijuca,3,1,1,80,2200.0,700.0,200.0
17130,Tijuca,3,1,1,80,1900.0,982.0,113.0
17169,Riachuelo,3,0,0,99,980.0,425.0,13.0
17172,Barra da Tijuca,3,2,1,106,2250.0,1772.0,2520.0
17175,Recreio dos Bandeirantes,3,1,1,78,1500.0,770.0,108.0
17218,Recreio dos Bandeirantes,3,1,1,92,2000.0,675.0,1100.0
17225,Recreio dos Bandeirantes,3,2,1,144,2791.0,1582.0,2580.0
17231,Grajaú,3,1,1,125,1900.0,1000.0,190.0
17244,Barra da Tijuca,3,1,1,80,2800.0,1350.0,189.0
17245,Gávea,3,0,1,115,2700.0,880.0,178.0
17275,Laranjeiras,3,0,0,80,1800.0,980.0,103.0
17310,Tijuca,3,1,1,145,2800.0,950.0,154.0
17325,Tijuca,3,1,0,96,1750.0,950.0,118.0
17353,Barra da Tijuca,3,1,1,82,2300.0,850.0,140.0
17362,Barra da Tijuca,3,1,1,92,2800.0,1200.0,0.0
17364,Méier,3,2,1,80,1600.0,1300.0,850.0
17403,Recreio dos Bandeirantes,3,2,1,85,1200.0,860.0,0.0
17425,Freguesia (Jacarepaguá),3,1,1,82,1800.0,984.0,116.0
17427,Freguesia (Jacarepaguá),3,2,2,118,2900.0,1283.0,214.0
17429,Tijuca,3,2,0,108,2000.0,1000.0,0.0
17449,Laranjeiras,3,0,0,130,2600.0,730.0,0.0
17463,Méier,3,0,0,75,1000.0,210.0,15.0
17464,Recreio dos Bandeirantes,3,2,1,100,2500.0,1200.0,100.0
17520,Recreio dos Bandeirantes,3,1,0,81,1700.0,639.0,198.0
17552,Andaraí,3,2,1,103,1700.0,640.0,0.0
17566,Recreio dos Bandeirantes,3,3,1,180,2000.0,1367.0,0.0
17569,Copacabana,3,1,0,177,2100.0,1856.0,0.0
17597,Penha,3,0,0,88,1100.0,130.0,0.0
17637,Leme,4,0,1,185,1800.0,2000.0,270.0
17643,Copacabana,3,0,0,106,2800.0,1052.0,170.0
17644,Recreio dos Bandeirantes,3,2,1,95,1950.0,680.0,190.0
17648,Botafogo,3,0,0,100,2300.0,670.0,127.0
17656,Freguesia (Jacarepaguá),3,2,0,148,1400.0,1060.0,1585.0
17663,Barra da Tijuca,3,1,1,109,2800.0,1516.0,1819.0
17680,Copacabana,3,1,0,95,2900.0,1200.0,160.0
17724,Recreio dos Bandeirantes,3,2,1,126,2500.0,600.0,130.0
17730,Recreio dos Bandeirantes,3,2,1,110,2300.0,755.0,0.0
17745,Tijuca,3,1,1,90,2200.0,716.0,0.0
17750,Freguesia (Jacarepaguá),3,2,1,116,2200.0,1100.0,150.0
17767,Copacabana,3,1,1,90,2800.0,930.0,80.0
17801,Vila Isabel,3,0,0,96,1400.0,713.0,0.0
17834,Botafogo,3,1,1,108,2500.0,1200.0,0.0
17889,Tijuca,3,1,0,80,2600.0,800.0,0.0
17898,Maracanã,3,0,0,95,2200.0,400.0,93.0
17899,Méier,3,2,1,108,1900.0,830.0,0.0
17900,Jacarepaguá,3,1,1,72,2200.0,600.0,70.0
17931,Tanque,3,1,1,73,1300.0,784.0,84.0
17955,Recreio dos Bandeirantes,3,1,1,115,1500.0,780.0,270.0
17970,Zumbi,3,0,0,90,2700.0,1600.0,172.0
17988,Jacarepaguá,3,2,1,83,2000.0,992.0,965.0
18002,Jacarepaguá,3,1,1,98,2300.0,810.0,130.0
18003,Freguesia (Jacarepaguá),3,1,1,90,1800.0,680.0,0.0
18016,Andaraí,3,2,0,80,1797.0,651.0,70.0
18023,Freguesia (Jacarepaguá),3,2,1,132,2700.0,1140.0,208.0
18025,Engenho Novo,3,0,0,95,900.0,250.0,15.0
18035,Recreio dos Bandeirantes,3,2,1,194,2400.0,2200.0,339.0
18045,Tijuca,4,2,1,188,2000.0,2000.0,3090.0
18049,Cascadura,3,1,0,120,1200.0,200.0,55.0
18079,Bonsucesso,3,0,0,95,1200.0,550.0,0.0
18086,Tijuca,3,2,1,150,2800.0,1400.0,222.0
18112,Recreio dos Bandeirantes,3,2,1,120,2200.0,1003.0,0.0
18124,Freguesia (Jacarepaguá),3,2,2,132,2500.0,984.0,2233.0
18127,Tijuca,3,1,0,90,2300.0,747.0,0.0
18173,Barra da Tijuca,3,2,1,125,2600.0,1605.0,341.0
18179,Pechincha,3,1,0,153,2200.0,1100.0,1953.0
18190,Barra da Tijuca,3,2,1,120,2900.0,1500.0,310.0
18209,Freguesia (Jacarepaguá),3,1,1,78,1800.0,680.0,125.0
18218,Maracanã,3,2,1,110,1350.0,1286.0,0.0
18235,Pechincha,3,1,1,85,1000.0,982.0,1100.0
18237,Recreio dos Bandeirantes,4,2,2,118,2900.0,1000.0,200.0
18252,Tijuca,3,0,0,80,1800.0,760.0,119.0
18272,Tanque,3,1,1,93,1300.0,866.0,0.0
18345,Alto da Boa Vista,3,1,1,190,1850.0,1375.0,190.0
18350,Barra da Tijuca,3,2,1,100,2800.0,1485.0,2600.0
18351,Barra da Tijuca,3,1,1,94,2100.0,1300.0,118.0
18356,Recreio dos Bandeirantes,3,3,0,130,2800.0,890.0,280.0
18364,Tijuca,3,1,0,120,1400.0,699.0,150.0
18375,Recreio dos Bandeirantes,3,2,2,120,2400.0,1159.0,250.0
18380,Recreio dos Bandeirantes,3,2,1,110,1500.0,947.0,240.0
18387,Grajaú,3,0,0,78,1200.0,690.0,0.0
18453,Recreio dos Bandeirantes,4,2,1,160,1900.0,930.0,150.0
18487,Freguesia (Jacarepaguá),3,1,1,98,1900.0,1000.0,139.0
18497,Freguesia (Jacarepaguá),3,2,1,132,2200.0,1150.0,126.0
18508,Barra da Tijuca,3,2,1,150,2500.0,1500.0,398.0
18510,Recreio dos Bandeirantes,4,2,1,200,2950.0,1000.0,350.0
18523,Barra da Tijuca,3,2,1,76,1300.0,876.0,0.0
18538,Madureira,3,0,0,90,1350.0,95.0,0.0
18542,Recreio dos Bandeirantes,3,2,1,95,1600.0,600.0,1700.0
18553,Recreio dos Bandeirantes,3,1,1,82,1890.0,680.0,142.0
18556,Tijuca,3,0,0,92,1500.0,645.0,85.0
18571,Tijuca,4,2,2,182,2500.0,1620.0,297.0
18598,Recreio dos Bandeirantes,3,1,1,90,1800.0,853.0,145.0
18622,Engenho de Dentro,3,1,1,76,1100.0,617.0,135.0
18627,Copacabana,3,1,0,114,2500.0,1515.0,287.0
18633,Copacabana,3,1,1,100,2900.0,1100.0,215.0
18639,Laranjeiras,3,1,1,105,2500.0,1156.0,216.0
18651,Recreio dos Bandeirantes,3,3,1,120,2950.0,833.0,2738.0
18670,Vaz Lobo,3,1,1,140,1200.0,400.0,0.0
18692,Santa Teresa,3,0,0,100,2100.0,370.0,150.0
18707,Barra da Tijuca,3,2,2,98,2900.0,1388.0,184.0
18718,Grajaú,3,0,1,100,1700.0,275.0,0.0
18720,Tijuca,4,2,1,150,2500.0,1300.0,315.0
18755,Recreio dos Bandeirantes,3,2,3,180,2800.0,950.0,419.0
18756,Tijuca,3,1,0,90,2000.0,620.0,56.0
18758,Recreio dos Bandeirantes,3,2,3,90,1950.0,660.0,0.0
18767,Recreio dos Bandeirantes,3,1,2,90,1100.0,1100.0,0.0
18770,Tijuca,3,1,1,90,2000.0,887.0,123.0
18774,Barra da Tijuca,3,1,1,85,2400.0,980.0,256.0
18783,Méier,3,1,0,73,1700.0,894.0,20.0
18790,Tijuca,3,2,1,118,2400.0,970.0,0.0
18800,Recreio dos Bandeirantes,4,2,2,120,2100.0,1200.0,238.0
18807,Barra da Tijuca,3,1,1,75,2200.0,825.0,93.0
18828,Copacabana,3,0,0,147,2700.0,925.0,284.0
18831,Campo Grande,3,1,1,120,1600.0,860.0,0.0
18844,Recreio dos Bandeirantes,3,3,2,200,2700.0,1692.0,0.0
18855,Tijuca,3,2,0,82,2600.0,780.0,0.0
18877,Recreio dos Bandeirantes,3,2,1,106,2100.0,405.0,0.0
18887,Vila Isabel,3,0,0,72,1900.0,320.0,67.0
18899,Recreio dos Bandeirantes,3,2,1,113,2400.0,522.0,2706.0
18951,Tijuca,3,1,1,108,1800.0,700.0,144.0
18957,Freguesia (Jacarepaguá),3,2,1,110,2350.0,962.0,145.0
18976,Tijuca,3,0,0,100,2600.0,620.0,130.0
19010,Barra da Tijuca,4,2,1,140,2700.0,2300.0,0.0
19025,Recreio dos Bandeirantes,3,1,1,80,2200.0,830.0,82.0
19038,Grajaú,3,2,1,135,2000.0,850.0,150.0
19043,Humaitá,3,2,1,167,2900.0,2300.0,390.0
19046,Méier,3,1,0,90,1700.0,880.0,100.0
19082,Recreio dos Bandeirantes,3,2,1,87,1700.0,577.0,157.0
19101,Copacabana,3,0,0,120,2500.0,600.0,0.0
19105,Recreio dos Bandeirantes,3,3,1,90,2000.0,484.0,179.0
19109,Alto da Boa Vista,3,1,1,130,1600.0,720.0,128.0
19121,Recreio dos Bandeirantes,3,2,1,95,1700.0,512.0,130.0
19138,Barra da Tijuca,3,2,1,115,2800.0,1800.0,250.0
19155,Freguesia (Jacarepaguá),3,1,1,85,2000.0,700.0,0.0
19158,Barra da Tijuca,3,1,1,78,1950.0,595.0,119.0
19159,Tijuca,3,1,1,125,2200.0,1092.0,148.0
19178,Méier,3,0,0,80,1500.0,300.0,17.0
19209,Vila Isabel,3,2,1,90,1600.0,1106.0,105.0
19236,Recreio dos Bandeirantes,3,2,1,110,2400.0,600.0,250.0
19249,Tijuca,3,0,1,104,1800.0,750.0,150.0
19257,Tijuca,3,0,0,100,1800.0,200.0,0.0
19274,Barra da Tijuca,3,1,1,82,1700.0,760.0,1520.0
19284,Tijuca,3,1,1,76,2400.0,850.0,37.0
19285,Jacarepaguá,3,2,2,93,1800.0,825.0,192.0
19298,Freguesia (Jacarepaguá),3,1,0,90,1900.0,600.0,90.0
19303,Copacabana,3,0,0,120,2500.0,1050.0,200.0
19318,Recreio dos Bandeirantes,3,2,1,125,2499.0,730.0,0.0
19344,Freguesia (Jacarepaguá),3,2,1,93,1650.0,850.0,100.0
19380,Recreio dos Bandeirantes,3,2,0,114,2500.0,1058.0,0.0
19399,Copacabana,3,3,0,90,2500.0,1200.0,100.0
19402,Barra da Tijuca,3,1,1,83,2200.0,938.0,142.0
19434,Pechincha,3,2,1,165,2300.0,1100.0,2000.0
19462,Tijuca,3,0,0,78,1500.0,550.0,97.0
19516,Recreio dos Bandeirantes,3,2,1,200,2900.0,1000.0,350.0
19538,Irajá,3,4,1,183,2700.0,1280.0,0.0
19553,Camorim,4,1,1,96,1350.0,747.0,0.0
19557,Barra da Tijuca,3,1,1,92,2500.0,1400.0,0.0
19558,Freguesia (Jacarepaguá),3,2,2,104,1980.0,722.0,172.0
19579,Recreio dos Bandeirantes,3,0,0,97,2600.0,500.0,1450.0
19592,Barra da Tijuca,3,1,1,80,1500.0,1050.0,220.0
19610,Recreio dos Bandeirantes,3,2,1,93,1800.0,720.0,0.0
19621,Copacabana,3,0,0,100,2500.0,998.0,238.0
19629,Tijuca,3,2,1,82,2200.0,940.0,84.0
19632,Tijuca,3,2,1,115,1800.0,700.0,177.0
19691,Tijuca,3,1,1,122,2900.0,910.0,0.0
19706,Maracanã,3,1,0,80,1800.0,700.0,76.0
19720,Copacabana,3,0,0,100,2200.0,1200.0,25000.0
19736,Todos os Santos,3,1,0,77,1300.0,511.0,0.0
19750,Tijuca,3,1,1,88,2000.0,700.0,135.0
19791,Rio Comprido,3,1,0,120,1700.0,700.0,83.0
19818,Copacabana,3,0,1,110,2900.0,800.0,0.0
19831,Copacabana,3,0,0,100,2500.0,1100.0,178.0
19837,Recreio dos Bandeirantes,3,2,1,120,2100.0,998.0,0.0
19842,Cidade Nova,3,2,0,75,1900.0,600.0,16.0
19849,São Conrado,3,2,1,121,2000.0,1500.0,0.0
19868,Jacarepaguá,3,1,1,91,2600.0,1259.0,108.0
19874,Tijuca,3,0,0,85,1800.0,600.0,116.0
19886,Barra da Tijuca,3,2,1,100,2300.0,1650.0,258.0
